status,url_length,digit_count,shannon_entropy,relative_entropy,vowel_consonant_ratio,first_digit_position,contains_ip,special_chars_count,contains_port,subdomain_count,common_terms_count,contains_underscore,contains_dash,is_shortened,abnormal_subdomains
phishing,17,0,3.337175341123077,2.578899687154059,0.2,-1,False,5,False,0,2,False,False,False,False
phishing,52,2,4.382568083276077,1.5442226721405254,0.3333333333333333,43,False,10,False,0,4,False,True,False,False
phishing,128,24,4.836412919375524,1.1178122325987816,0.5178571428571429,62,False,19,False,2,4,True,True,False,True
phishing,64,7,4.566428031846025,3.065991825919453,0.46875,41,False,10,False,0,4,False,False,False,False
legitimate,54,5,4.43786128959377,1.39915599116354,0.56,49,False,10,False,0,4,True,True,False,False
phishing,25,0,3.5238561897747243,1.5045439789963027,0.5833333333333334,-1,False,6,False,0,2,False,False,False,False
phishing,48,0,4.0068665431825226,1.570707711267867,0.5,-1,False,9,False,0,4,False,False,False,False
legitimate,56,0,4.229130986207537,0.7307230193792777,0.45454545454545453,-1,False,8,False,0,3,False,True,False,False
legitimate,84,5,4.451259911969211,2.793909254011119,0.5238095238095238,46,False,15,False,0,3,False,True,False,False
phishing,80,0,4.334340758286915,2.4403939631573834,0.41304347826086957,-1,False,15,False,0,3,True,True,False,False
phishing,52,0,4.226801439620117,1.9596609741345021,0.4827586206896552,-1,False,9,False,0,3,False,True,False,False
phishing,18,1,3.530493056757482,3.1756403703197518,0.2222222222222222,15,False,6,False,0,1,False,False,False,False
legitimate,71,0,4.325804078851617,0.9830681442544975,0.43902439024390244,-1,False,12,False,0,5,False,True,False,False
legitimate,47,0,4.1286409791530865,3.1069050731635324,0.625,-1,False,8,False,0,3,True,False,False,False
phishing,105,13,5.1587853983094325,2.5134320365528553,0.4339622641509434,46,False,16,False,0,2,False,False,False,False
phishing,39,2,4.109138039864114,1.8090999719447174,0.2608695652173913,21,False,8,False,0,2,False,True,False,False
phishing,36,0,3.7080030435786817,2.4613265985505506,0.3333333333333333,-1,False,8,False,0,2,False,False,False,False
phishing,68,13,4.574697820064778,1.2725729281618978,0.5862068965517241,53,False,9,False,2,3,False,False,False,True
legitimate,29,0,4.073329701949522,1.9197252554403579,0.2222222222222222,-1,False,7,False,0,3,False,False,False,False
legitimate,118,0,4.319024889917744,1.8223919804128725,0.5223880597014925,-1,False,16,False,0,3,False,True,False,False
phishing,34,0,4.079678649882975,1.6011112864064343,0.4,-1,False,6,False,0,3,False,False,False,False
legitimate,99,6,4.429346777175499,2.496844384997895,0.5510204081632653,41,False,17,False,0,3,False,True,False,False
legitimate,31,0,4.082597923010943,1.0183588459950543,0.25,-1,False,6,False,0,3,False,False,False,False
legitimate,48,0,4.15726822961739,1.520395963875598,0.48148148148148145,-1,False,8,False,0,1,True,False,False,False
phishing,49,7,4.319119161352678,0.991220039559686,0.2692307692307692,11,False,9,False,0,2,False,True,False,False
legitimate,36,0,4.030493056757482,0.8000508330233363,0.36363636363636365,-1,False,6,False,0,4,False,False,False,False
legitimate,25,0,3.9434651896016466,1.3483255150034181,0.3333333333333333,-1,False,5,False,0,2,False,False,False,False
phishing,47,0,4.120885064757336,1.2656145637820233,0.5,-1,False,8,False,0,2,False,False,False,False
legitimate,58,7,4.447800823716868,1.6302886594080042,0.4642857142857143,45,False,10,False,0,3,False,False,False,False
phishing,37,0,4.134468568039293,2.6625094438534385,0.38095238095238093,-1,False,8,False,0,2,False,True,False,False
legitimate,25,3,3.9736606896881845,1.4829221414244957,0.45454545454545453,21,False,6,True,0,2,False,False,False,False
legitimate,31,0,3.8732358263763285,1.689488208431266,0.4117647058823529,-1,False,7,False,0,3,False,False,False,False
legitimate,40,0,3.9464393446710146,1.193488474383205,0.4166666666666667,-1,False,6,False,0,3,False,False,False,False
legitimate,62,8,4.396077617900943,2.4376476499908497,0.4642857142857143,49,False,13,False,0,4,False,True,False,False
legitimate,49,0,4.400751814413901,2.3915497965474266,0.4642857142857143,-1,False,8,False,0,2,False,True,False,False
legitimate,25,0,3.783465189601646,1.6733963719226532,0.11764705882352941,-1,False,6,False,0,3,False,False,False,False
legitimate,41,0,4.247557492317427,3.1069050731635324,0.65,-1,False,8,False,0,3,True,False,False,False
legitimate,28,0,3.91379956460568,1.4250288033084841,0.29411764705882354,-1,False,6,False,0,4,False,False,False,False
legitimate,30,0,3.8477426785812736,1.1401550726527065,0.4117647058823529,-1,False,6,False,0,4,False,False,False,False
legitimate,52,10,4.373637440070111,1.5921107389580962,0.4166666666666667,42,False,8,False,0,3,False,True,False,False
phishing,60,0,4.194087996100047,0.9356099805370494,0.3157894736842105,-1,False,10,False,0,3,False,True,False,False
phishing,47,0,4.230358405772797,3.4359159678683637,0.32142857142857145,-1,False,10,False,0,1,False,True,False,False
phishing,23,1,3.621175542919471,1.6843241616224247,0.45454545454545453,11,False,6,False,0,2,False,False,False,False
legitimate,36,0,4.093400348604438,0.8570029426807281,0.30434782608695654,-1,False,6,False,0,2,False,True,False,False
legitimate,74,0,4.628806245213708,2.039390007858641,0.6666666666666666,-1,False,14,False,0,3,False,True,False,False
legitimate,50,0,4.079079570624174,2.2120879754487413,0.41379310344827586,-1,False,9,False,0,3,False,False,False,False
phishing,59,0,4.229710109147065,1.1874224546943188,0.4838709677419355,-1,False,13,False,0,2,False,True,False,False
phishing,43,0,3.960693824268287,1.7252175006519994,0.4583333333333333,-1,False,8,False,0,4,False,False,False,False
legitimate,49,1,4.132481466909276,2.066628391477953,0.7272727272727273,44,False,10,False,0,1,False,False,False,False
legitimate,41,3,4.37548706543539,1.9433545075667582,0.3333333333333333,33,False,10,False,0,2,True,True,False,False
legitimate,46,0,4.161148163381858,3.4916828036312646,0.5454545454545454,-1,False,12,False,1,3,False,True,False,False
phishing,42,0,3.841855149474861,1.0162066473278952,0.5909090909090909,-1,False,7,False,0,2,False,False,False,False
legitimate,44,0,3.9696844590546907,2.35750423793013,0.3333333333333333,-1,False,8,False,0,2,False,False,False,False
legitimate,33,0,3.9225895736416696,1.767659163259393,0.35,-1,False,6,False,0,2,False,False,False,False
legitimate,25,0,3.863465189601646,0.9868350147772608,0.35714285714285715,-1,False,6,False,0,3,False,False,False,False
legitimate,61,0,4.180439698702094,0.9282404334234888,0.42857142857142855,-1,False,11,False,0,4,True,False,False,False
phishing,57,3,4.056832235570405,1.8826534327109579,0.36666666666666664,26,False,13,False,0,2,False,False,False,False
legitimate,36,0,3.9959065984842446,2.2658957789582397,0.5263157894736842,-1,False,7,False,0,3,False,False,False,False
phishing,56,6,4.338804369244614,0.7051547826783486,0.4444444444444444,23,False,11,False,2,2,False,True,False,True
legitimate,35,0,4.16429908806447,0.8885636410028326,0.45,-1,False,6,False,0,4,False,False,False,False
phishing,55,0,4.236019377893914,0.7184193041253535,0.3235294117647059,-1,False,10,False,0,4,False,True,False,False
legitimate,78,1,4.62092080912983,2.5550466779379057,0.5348837209302325,34,False,11,False,0,2,False,True,False,False
legitimate,47,4,4.247654341779327,0.6694160906539466,0.20689655172413793,11,False,8,False,0,3,False,True,False,False
phishing,41,0,3.888312225166194,0.8942654986482149,0.4782608695652174,-1,False,7,False,0,3,False,False,False,False
phishing,57,0,4.1316990157309155,1.9596609741345021,0.48484848484848486,-1,False,8,False,0,3,False,False,False,False
phishing,55,4,4.301649204701856,1.2943443621026525,0.4,36,False,9,False,0,3,False,False,False,False
legitimate,56,0,4.152976298591637,0.8317590235978692,0.3142857142857143,-1,False,10,False,0,3,True,False,False,False
legitimate,39,0,4.038499898783001,1.193488474383205,0.5,-1,False,6,False,0,3,False,False,False,False
phishing,19,3,3.576617644908665,4.883213015427452,0.1111111111111111,11,False,6,False,0,2,False,False,False,False
legitimate,27,0,3.810081020521731,1.5682426464606307,0.3125,-1,False,6,False,0,4,False,False,False,False
legitimate,37,0,4.262979041070738,0.7884695294542152,0.34782608695652173,-1,False,6,False,0,3,False,False,False,False
legitimate,42,0,4.064354624902157,3.1069050731635324,0.6190476190476191,-1,False,8,False,0,3,True,False,False,False
phishing,35,3,4.014438730983426,0.8451725719488276,0.4444444444444444,18,False,6,False,0,2,False,False,False,False
phishing,32,0,4.116729296672174,2.0146308402407773,0.4444444444444444,-1,False,6,False,0,3,False,True,False,False
phishing,47,0,4.13694650097358,1.599393024645203,0.38461538461538464,-1,False,11,False,0,2,False,False,False,False
legitimate,149,39,3.849194506334443,1.5201988012493937,0.10909090909090909,33,False,49,False,0,2,False,True,False,False
phishing,121,8,5.219154535433705,1.3864864034126405,0.39705882352941174,78,False,18,False,0,3,True,True,False,False
phishing,65,3,4.495315798164126,1.7342611987876226,0.3076923076923077,37,False,11,False,0,3,False,True,False,False
phishing,204,28,5.582010402564014,4.137315734681217,0.19148936170212766,39,False,8,False,0,2,False,True,False,False
legitimate,15,0,3.32323142879762,2.4240127823270807,0.42857142857142855,-1,False,5,False,0,1,False,False,False,False
phishing,101,1,4.586789423896517,0.7184193041253535,0.47368421052631576,39,False,16,False,0,5,False,True,False,False
phishing,89,0,4.210309342611251,0.8657865499133761,0.58,-1,False,10,False,0,2,False,True,False,False
phishing,91,21,4.767457043609197,1.2958373179423361,0.475,61,False,11,False,0,3,False,True,False,False
phishing,39,8,4.458103180234289,0.9639103214984189,0.5625,8,False,6,False,0,2,False,False,False,False
legitimate,108,7,4.644108018331023,1.018448812374883,0.4666666666666667,8,False,13,False,0,4,False,True,False,True
phishing,58,9,4.929113702352964,1.3734561526142586,0.23529411764705882,23,False,7,False,0,2,False,False,False,False
legitimate,58,0,4.366541452644504,0.9240323189746982,0.53125,-1,False,9,False,0,4,True,False,False,False
phishing,52,0,4.120844227998446,2.4469416937815223,0.3548387096774194,-1,False,10,False,0,2,True,False,False,False
legitimate,24,1,3.6887218755408675,1.2237430943868208,0.3076923076923077,19,False,6,False,0,3,False,False,False,False
legitimate,28,0,3.94075983254009,1.7890506925872338,0.23529411764705882,-1,False,7,False,0,3,False,False,False,False
legitimate,73,11,4.505332957363194,2.395657617921877,0.4838709677419355,26,False,16,False,0,3,False,True,False,False
phishing,26,3,4.103909910282363,1.7074737464862337,0.2857142857142857,21,False,5,False,0,2,False,False,False,False
phishing,68,18,4.601306223221492,2.4208175511535175,0.5357142857142857,37,False,7,False,0,3,False,False,False,False
legitimate,41,0,4.189886078254005,3.1069050731635324,0.5714285714285714,-1,False,8,False,0,3,True,False,False,False
legitimate,33,0,3.7834959231633984,1.7777863632415896,0.22727272727272727,-1,False,6,False,0,3,False,False,False,False
legitimate,49,0,4.22208064090036,2.6118081285639234,0.4642857142857143,-1,False,8,False,0,3,False,False,False,False
legitimate,26,0,3.6902603909683838,2.091781792884503,0.35714285714285715,-1,False,7,False,0,3,False,False,False,False
phishing,30,3,3.9898980954642873,0.7262490423612821,0.375,14,False,5,False,0,2,False,False,False,False
legitimate,45,3,4.214432130654918,1.9810813695080762,0.3076923076923077,42,False,8,False,0,3,False,False,False,False
phishing,84,21,4.765779440837205,1.5009778908098392,0.5142857142857142,33,False,10,False,0,2,False,False,False,False
phishing,55,10,4.474554204780527,2.201145704680902,0.7142857142857143,29,False,9,False,0,1,False,True,False,False
phishing,128,15,4.751134982402209,1.1178122325987816,0.5409836065573771,64,False,19,False,2,4,True,True,False,True
phishing,49,2,4.051375988316682,1.6729925150252023,0.6086956521739131,34,False,10,False,0,2,False,False,False,False
phishing,69,4,4.309176950714095,2.4055410682982608,0.35,42,False,11,False,5,5,False,False,False,True
phishing,105,9,5.298424419141378,3.3744979942278563,0.3114754098360656,37,False,16,False,0,3,True,False,False,False
phishing,47,6,4.644910394184799,0.6875469415782358,0.4782608695652174,13,False,7,False,0,1,False,False,False,False
legitimate,64,0,4.304632914624721,0.5095522311922521,0.41025641025641024,-1,False,9,False,0,3,False,True,False,False
legitimate,30,0,3.8729055953200557,1.3138199059897864,0.2631578947368421,-1,False,6,False,0,4,False,False,False,False
phishing,56,0,4.209141424086756,1.0261688231639976,0.46875,-1,False,9,False,0,2,False,False,False,False
phishing,38,4,4.273728829005326,1.1172272924774505,0.2857142857142857,33,False,7,False,0,3,False,False,False,False
legitimate,27,0,3.782122224145306,0.9180864013400265,0.3125,-1,False,6,False,0,4,False,False,False,False
legitimate,71,0,4.374323000514383,1.3177064036309998,0.37209302325581395,-1,False,12,False,0,4,False,True,False,False
phishing,50,0,4.2528786893420305,2.017365088839061,0.3448275862068966,-1,False,11,False,1,2,True,False,False,False
legitimate,120,7,4.418511898598417,1.8053465063618603,0.47692307692307695,29,False,17,False,0,5,True,True,False,False
legitimate,68,8,4.39784735610944,2.148632535160847,0.4375,36,False,14,False,0,2,False,True,False,False
phishing,100,5,4.475274166548139,1.1101097118075285,0.5576923076923077,76,False,14,False,0,2,True,True,False,False
phishing,45,0,4.218870595993136,1.787345839813111,0.5416666666666666,-1,False,8,False,2,2,False,False,False,True
legitimate,26,0,3.8731406795131322,1.0198816485744318,0.3333333333333333,-1,False,6,False,0,3,False,False,False,False
legitimate,33,0,3.922589573641669,1.0926338715415782,0.19047619047619047,-1,False,8,False,0,4,False,True,False,False
phishing,68,0,4.307054718002723,1.483967374765265,0.5,-1,False,11,False,0,4,False,True,False,False
phishing,204,79,4.734366802140299,1.5995348768014297,0.35,12,False,17,False,0,3,True,False,False,False
legitimate,66,7,4.252654068017075,1.7095564613870275,0.37142857142857144,39,False,11,False,0,5,False,False,False,False
phishing,130,26,4.930678610634001,0.9074695372248058,0.5471698113207547,40,False,22,False,0,4,False,True,False,False
phishing,107,12,4.865912753397389,0.7963189291662514,0.5384615384615384,79,False,15,False,0,2,False,True,False,False
phishing,52,0,3.981515141501588,1.4461029487209336,0.4,-1,False,10,False,0,5,True,False,False,False
legitimate,74,0,4.09174884562402,1.1693822027167968,0.5641025641025641,-1,False,13,False,0,4,False,True,False,False
phishing,27,0,3.810081020521731,2.2382887713970034,0.4,-1,False,6,False,0,2,False,False,False,False
phishing,56,0,4.189437798233895,1.7885679983464275,0.5,-1,False,8,False,1,4,False,False,False,False
phishing,90,4,5.375147613396137,2.878975206116518,0.3584905660377358,57,False,14,False,0,3,True,True,False,False
phishing,54,13,4.587858798299508,2.201145704680902,0.5238095238095238,19,False,9,False,0,1,False,True,False,False
phishing,70,11,4.529093467397183,0.5475794791278137,0.32432432432432434,16,False,10,False,2,2,False,False,False,True
legitimate,78,1,4.511327905465516,2.2977923488761225,0.45454545454545453,47,False,13,False,0,4,False,True,False,False
phishing,54,0,4.138991558345295,1.1580745735403166,0.5333333333333333,-1,False,8,False,0,2,False,False,False,False
phishing,53,3,4.284458313732673,1.7238049551942,0.4642857142857143,41,False,9,False,0,3,False,False,False,False
legitimate,31,0,3.9134007456613777,1.7931497262178382,0.3333333333333333,-1,False,7,False,0,3,False,False,False,False
legitimate,41,0,4.11073699294092,1.1056150090473043,0.2222222222222222,-1,False,8,False,0,3,False,False,False,False
legitimate,44,6,4.282739857027811,1.7918647305921105,0.30434782608695654,33,False,8,False,0,3,False,False,False,False
legitimate,39,0,4.038499898783,0.6669932363023571,0.5714285714285714,-1,False,6,False,0,3,False,False,False,False
legitimate,26,0,3.6423714487439023,1.9842808064870356,0.3333333333333333,-1,False,6,False,0,3,False,False,False,False
phishing,66,29,4.386245243748387,1.2898273378717955,0.21052631578947367,11,False,14,False,0,2,False,False,False,False
legitimate,62,2,4.31777515060621,2.8159761867665587,0.5,53,False,9,False,0,3,False,False,False,False
legitimate,35,0,4.050013373778755,0.9152482222324133,0.5555555555555556,-1,False,7,False,0,4,False,False,False,False
legitimate,25,0,3.973660689688185,2.175442276154793,0.42857142857142855,-1,False,5,False,0,2,False,False,False,False
legitimate,23,0,3.588354347173234,1.5580264666209946,0.21428571428571427,-1,False,6,False,0,4,False,False,False,False
phishing,126,24,4.740520918212512,1.1178122325987816,0.5660377358490566,62,False,19,False,2,4,True,True,False,True
legitimate,73,7,4.509753286084207,1.0912436733901814,0.4864864864864865,35,False,11,False,0,2,False,True,False,False
phishing,116,25,5.125662327559534,2.029707433479819,0.5098039215686274,85,False,14,False,0,2,False,False,False,False
phishing,40,0,3.918453957701921,1.1983267722411701,0.6842105263157895,-1,False,8,False,1,3,False,True,False,False
legitimate,35,0,4.050013373778755,0.8205871527007662,0.38095238095238093,-1,False,6,False,0,3,False,False,False,False
legitimate,20,0,3.546439344671015,2.1787526253149054,0.16666666666666666,-1,False,6,False,0,3,False,True,False,False
phishing,30,6,3.7110804962442776,0.29343139593374556,0.5,9,False,6,False,0,1,False,False,False,False
phishing,68,19,4.565404666450817,3.7636647217535626,0.6086956521739131,9,False,12,False,0,2,False,True,False,False
phishing,68,0,4.233095834952137,1.916269448974497,0.5405405405405406,-1,False,11,False,0,2,False,True,False,False
legitimate,88,4,4.665517029285391,1.7952577238759333,0.5,43,False,15,False,0,7,False,True,False,False
legitimate,33,0,4.028946391954607,0.9656935081793915,0.6470588235294118,-1,False,5,False,0,1,False,False,False,False
legitimate,25,2,3.833269689515107,1.2913331389976839,0.4166666666666667,18,False,6,False,0,3,False,False,False,False
legitimate,35,0,3.992870516635899,1.9564639909113577,0.5555555555555556,-1,False,7,False,0,4,False,False,False,False
legitimate,97,0,4.060959378687693,1.2406880659946617,0.5555555555555556,-1,False,13,False,0,4,False,True,False,False
phishing,46,2,4.2675959232131575,0.9363434018841109,0.6363636363636364,43,False,8,False,0,3,False,False,False,False
legitimate,27,0,3.6898916687500076,1.657011346283594,0.23529411764705882,-1,False,6,False,0,4,False,False,False,False
phishing,44,0,4.246157118972431,0.9480748253553785,0.38461538461538464,-1,False,8,False,0,2,False,False,False,False
phishing,58,0,4.627221029864569,1.4344909913050508,0.4411764705882353,-1,False,9,False,0,2,False,False,False,False
phishing,55,0,4.280535396361308,0.9640525512708399,0.43333333333333335,-1,False,12,False,0,3,False,True,False,False
legitimate,48,6,4.016541406655651,1.2292675338265306,0.36,38,False,8,False,0,5,False,False,False,False
legitimate,30,0,4.12323142879762,1.138783617303646,0.3157894736842105,-1,False,5,False,0,2,False,False,False,False
phishing,24,0,3.772055208874201,2.4777232115961056,0.2,-1,False,6,False,0,1,False,False,False,False
legitimate,66,0,4.221959650608547,0.794931731746995,0.48717948717948717,-1,False,8,False,0,4,False,True,False,False
phishing,45,5,4.29686559608929,1.2106909073430325,0.391304347826087,39,False,8,False,0,3,False,False,False,False
legitimate,39,0,4.089781950065051,1.4192286640654246,0.4090909090909091,-1,False,8,False,0,3,False,True,False,False
phishing,54,0,3.9372027258964115,1.467644696094177,0.3225806451612903,-1,False,13,False,0,2,False,True,False,False
legitimate,58,6,4.3038609005169235,1.4637169852252239,0.6153846153846154,34,False,10,False,0,2,True,False,False,False
legitimate,46,0,4.186954489636055,1.2654284423232907,0.5416666666666666,-1,False,9,False,0,2,False,True,False,False
phishing,32,0,3.765319531114783,2.155130585893386,0.08695652173913043,-1,False,7,False,0,2,False,False,False,False
phishing,100,23,4.743563380781242,1.2958373179423361,0.45454545454545453,59,False,13,False,0,3,False,True,False,False
legitimate,61,0,4.354688723015055,2.4761081115467483,0.5,-1,False,10,False,0,3,True,False,False,False
phishing,61,19,4.525022485729205,2.9748607027960787,0.25,22,False,12,False,0,3,False,True,False,False
legitimate,74,4,4.545149102168524,1.7952577238759333,0.30952380952380953,42,False,15,False,0,6,False,True,False,False
legitimate,50,0,4.343465189601647,1.1450964074534784,0.41379310344827586,-1,False,9,False,0,4,True,False,False,False
phishing,29,3,4.142295219190902,0.6927226698212876,0.5384615384615384,9,False,6,False,0,2,False,False,False,False
legitimate,47,0,4.153007937189823,1.6755924623851375,0.52,-1,False,9,False,0,4,False,True,False,False
legitimate,24,0,3.5220552088742005,1.3877843383520556,0.2857142857142857,-1,False,6,False,0,3,False,False,False,False
legitimate,27,0,3.884155094595805,1.4763225165239449,0.25,-1,False,7,False,0,3,False,True,False,False
phishing,165,39,5.0782902837398725,1.4769745612360543,0.4430379746835443,20,False,12,False,0,3,False,True,False,False
phishing,50,0,4.199079570624174,6.2304595833515,0.36666666666666664,-1,False,9,False,1,2,False,False,False,False
legitimate,87,8,4.593139438298281,1.2922717349498156,0.4,40,False,16,False,0,5,False,True,False,False
legitimate,91,9,4.58035127257673,1.299649190242695,0.5348837209302325,36,False,16,False,0,3,True,False,False,False
legitimate,70,1,4.346511766666806,1.6679649179406366,0.425,30,False,12,False,0,3,True,True,False,False
legitimate,27,0,3.6898916687500076,1.469588763746701,0.42857142857142855,-1,False,7,False,0,2,False,False,False,False
legitimate,55,0,4.117254487427742,1.5431224469210054,0.4838709677419355,-1,False,9,False,0,3,False,True,False,False
phishing,36,1,4.027719015921097,0.9075799667700515,0.42857142857142855,22,False,5,False,0,2,False,False,False,False
phishing,38,0,4.1287347499440905,1.7542613861819176,0.36363636363636365,-1,False,8,False,0,3,False,False,False,False
phishing,128,17,4.810280279000943,1.1178122325987816,0.4153846153846154,62,False,19,False,2,4,True,True,False,True
legitimate,74,5,4.1574492257263715,1.9712580581840358,0.45454545454545453,46,False,21,False,0,3,False,True,False,False
legitimate,33,0,3.98319563424773,0.9573801150557958,0.22727272727272727,-1,False,6,False,0,3,False,False,False,False
phishing,63,0,3.848800360553582,1.0233645364793318,0.4473684210526316,-1,False,8,False,0,6,False,True,False,False
phishing,36,0,4.117861029749888,0.778410775199792,0.47619047619047616,-1,False,5,False,0,2,False,False,False,False
legitimate,58,1,4.1659298660341655,1.610450819398815,0.3939393939393939,23,False,11,False,0,2,False,True,False,False
phishing,68,24,4.745047951321749,1.7365141164049362,0.2962962962962963,22,False,9,False,0,2,False,False,False,False
legitimate,65,0,3.986538931341101,1.3336675595971803,0.4,-1,False,9,False,0,3,False,False,False,False
legitimate,22,1,3.538310595615005,2.878316316218461,0.15384615384615385,13,False,6,False,0,3,False,False,False,False
phishing,15,1,3.32323142879762,0.0,0.125,7,False,5,False,0,1,False,False,False,False
phishing,129,19,4.754358005055083,1.1178122325987816,0.45161290322580644,67,False,20,False,3,4,True,True,False,True
legitimate,37,0,4.060012149061902,1.0059946681087173,0.34782608695652173,-1,False,6,False,0,4,False,False,False,False
phishing,29,1,3.9488593407620454,1.3374686318682338,0.35294117647058826,15,False,5,False,0,2,False,False,False,False
phishing,171,52,4.976818548599418,2.7009459054461766,0.6440677966101694,39,False,22,False,0,3,True,False,False,False
legitimate,39,0,3.9065704878156495,1.5288119819728743,0.3333333333333333,-1,False,7,False,0,3,False,False,False,False
phishing,50,0,4.1361746300696405,0.8958839051167901,0.43333333333333335,-1,False,7,False,0,2,False,True,False,False
legitimate,82,4,4.712309743391443,1.7952577238759333,0.3125,42,False,15,False,0,6,False,True,False,False
legitimate,16,0,3.75,2.1237542281649677,0.2,-1,False,4,False,0,1,False,False,False,False
phishing,79,1,4.302145984006746,1.1063521950903512,0.5238095238095238,42,False,14,False,1,5,False,False,False,False
phishing,46,0,3.7871640651672913,0.9970969293351305,0.6521739130434783,-1,False,8,False,0,2,False,False,False,False
legitimate,25,0,3.7532696895151076,1.823518554212554,0.1875,-1,False,6,False,0,3,False,False,False,False
phishing,57,0,4.202439190137591,0.7463225494117872,0.5862068965517241,-1,False,11,False,0,2,False,False,False,False
legitimate,26,0,3.5843031793467124,1.2962094444355876,0.3333333333333333,-1,False,6,False,0,3,False,False,False,False
legitimate,67,0,4.1834180637798974,2.0756432377945297,0.4,-1,False,11,False,0,2,True,False,False,False
phishing,52,4,4.303724516543195,1.0017888591894424,0.3,20,False,9,False,2,2,False,False,False,True
legitimate,30,0,4.081727678869736,1.9870345980306299,0.2777777777777778,-1,False,7,False,0,4,False,False,False,False
phishing,49,0,4.2928547434383315,1.1834957486680586,0.6666666666666666,-1,False,9,False,0,3,False,True,False,False
legitimate,16,0,3.452819531114783,3.1580903985633357,0.3333333333333333,-1,False,4,False,0,1,False,False,False,False
phishing,57,1,4.3277944011503395,0.818514201720358,0.40625,52,False,11,False,1,4,False,True,False,True
phishing,30,3,3.9898980954642873,0.7262490423612821,0.375,14,False,5,False,0,2,False,False,False,False
phishing,70,0,3.8659165475747503,1.1179235183841585,0.7058823529411765,-1,False,12,False,0,4,False,True,False,False
phishing,240,45,5.373516779046028,1.4398376194326503,0.4260869565217391,123,False,31,False,0,1,True,True,False,False
phishing,57,10,4.510362330212912,2.201145704680902,0.5833333333333334,31,False,9,False,0,1,False,True,False,False
legitimate,73,0,4.176843726077395,1.3553537862415421,0.37777777777777777,-1,False,11,False,0,3,False,True,False,False
legitimate,23,0,3.5342190211803413,2.542977464620765,0.45454545454545453,-1,False,7,False,0,1,False,False,False,False
phishing,69,18,4.569205624769985,1.3708937668856676,0.34375,34,False,8,False,0,3,False,False,False,False
legitimate,24,0,3.4591479170272446,2.345243400635415,0.2857142857142857,-1,False,6,False,0,3,False,False,False,False
legitimate,51,2,4.267548077427486,0.8751191253118199,0.3793103448275862,15,False,9,False,0,4,False,True,False,False
phishing,31,0,3.7843684875968613,2.2418373417946107,0.3333333333333333,-1,False,7,False,0,3,False,False,False,False
legitimate,29,0,3.8664331502253844,0.8965336281580791,0.21052631578947367,-1,False,6,False,0,4,False,False,False,False
legitimate,24,0,3.772055208874201,2.251413526397953,0.125,-1,False,6,False,0,4,False,False,False,False
legitimate,46,0,4.300417118959396,1.2367936835741915,0.4074074074074074,-1,False,8,False,0,4,False,True,False,False
legitimate,43,0,4.1558184643976634,1.3761440354217591,0.5909090909090909,-1,False,8,False,0,3,False,True,False,False
phishing,35,0,3.911306145999517,1.3943031852778638,0.5,-1,False,5,False,0,3,False,False,False,False
phishing,32,0,3.8514097655573916,1.3290023586213708,0.35,-1,False,5,False,0,2,False,False,False,False
legitimate,135,2,4.175310533087206,1.6302886594080042,0.5,41,False,25,False,0,2,False,True,False,False
phishing,263,84,4.76712714549053,1.0223687341798187,0.43119266055045874,127,False,23,False,0,6,True,False,False,False
phishing,22,0,3.606936732175321,1.7969976951120847,0.14285714285714285,-1,False,6,False,0,1,False,False,False,False
phishing,100,21,4.766726636825405,1.2958373179423361,0.4666666666666667,61,False,13,False,0,3,False,True,False,False
phishing,32,0,3.85845859334435,2.2382887713970034,0.5,-1,False,8,False,1,2,False,True,False,False
phishing,388,65,5.760599849163729,1.3419256089992926,0.4205128205128205,71,False,46,False,0,6,False,True,False,False
legitimate,36,5,4.127986806877674,0.9335622346193161,0.3888888888888889,31,False,6,False,0,3,False,False,False,False
legitimate,29,0,4.030394788231021,0.9468611782044905,0.3333333333333333,-1,False,5,False,0,3,False,False,False,False
phishing,47,0,4.179499692462942,1.5953176515241292,0.4074074074074074,-1,False,9,False,0,5,False,False,False,False
legitimate,24,0,3.7406015629507228,1.9728879148534122,0.2857142857142857,-1,False,6,False,0,4,False,False,False,False
legitimate,19,0,3.3918926446809317,3.010536548646872,0.18181818181818182,-1,False,6,False,0,3,False,False,False,False
legitimate,38,0,4.135699552746468,1.0629759461869424,0.36363636363636365,-1,False,8,False,0,3,False,True,False,False
phishing,51,5,4.302340969796453,1.7967446858891918,0.6086956521739131,32,False,9,False,1,2,False,True,False,True
legitimate,57,0,4.376859865749109,2.161527658808148,0.42424242424242425,-1,False,10,False,0,3,False,True,False,False
phishing,116,0,4.4726688679168305,0.9993648319959914,0.5396825396825397,-1,False,19,False,0,3,False,True,False,False
legitimate,37,6,4.334736393288403,1.6302886594080042,0.2631578947368421,31,False,7,False,0,3,False,False,False,False
phishing,140,1,4.824431049310939,1.3816028232383177,0.5063291139240507,134,False,20,False,0,2,True,True,False,False
phishing,34,0,3.9986525468781666,2.201145704680902,0.23809523809523808,-1,False,8,False,0,2,False,False,False,False
phishing,53,0,4.177339143857839,0.7463225494117872,0.6538461538461539,-1,False,10,False,0,1,False,False,False,False
legitimate,31,0,3.9779168746936353,0.6814276368007496,0.47058823529411764,-1,False,6,False,0,2,False,False,False,False
phishing,41,0,4.247557492317426,2.029568167152344,0.4166666666666667,-1,False,7,False,0,2,False,False,False,False
